index,product_smiles,ground_truth_reactants,predicted_reactants_cot_no_rag,exact_match_cot_no_rag,core_exact_match_cot_no_rag,valid_cot_no_rag,predicted_reactants_hybrid_rag_rerank,exact_match_hybrid_rag_rerank,core_exact_match_hybrid_rag_rerank,valid_hybrid_rag_rerank,predicted_reactants_rag_cot,exact_match_rag_cot,core_exact_match_rag_cot,valid_rag_cot,predicted_reactants_reactiont5v2,exact_match_reactiont5v2,core_exact_match_reactiont5v2,valid_reactiont5v2
10,O=[N+]([O-])c1cccc(Nc2cc(Cl)ccn2)c1,Clc1ccnc(Cl)c1.Nc1cccc([N+](=O)[O-])c1,Nc1ccc([N+](=O)[O-])cc1.Clc1ccncc1,False,False,True,Clc1ccnc(Cl)c1.Nc1cccc([N+](=O)[O-])c1,True,True,True,Nc1cccc([N+](=O)[O-])c1.Clc1ccncc1,False,False,True,Clc1ccnc(Cl)c1.Nc1cccc([N+](=O)[O-])c1,True,True,True
11,COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O.O=S(=O)(O)O,COC(=O)[C@@H](N)CN.O=C(Cl)OCc1ccccc1,False,False,True,NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,False,False,True,COC(=O)[C@@H](N)CN.O=C(Cl)OCc1ccccc1,False,False,True,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,False,True,True
12,O=C1CCCN1C1CCCCC1,O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+],O=C1CCCN1.BrC1CCCCC1,False,False,True,O=C(CCCCl)NC1CCCCC1,False,False,True,O=C1CCCN1.BrC1CCCCC1,False,False,True,O=C(CCCCl)NC1CCCCC1,False,False,True
13,CC(C)OC(=O)NCCCCSc1cccc2nccn12,CC(C)OC(=O)Cl.CCN(CC)CC.NCCCCSc1cccc2nccn12,CC(C)OC(=O)Cl.NCCCCSc1cccc2nccn12,False,False,True,CC(C)OC(=O)Cl.NCCCCSc1cccc2nccn12,False,False,True,CC(C)OC(=O)Cl.NCCCCSc1cccc2nccn12,False,False,True,CC(C)OC(=O)Cl.NCCCCSc1cccc2nccn12,False,False,True
14,COC(=O)c1ccc(OCC2CO2)cc1O,COC(=O)c1ccc(O)cc1O.ClCC1CO1.O=C([O-])[O-].[K+].[K+],COC(=O)c1ccccc1O.BrCC1CO1,False,False,True,COC(=O)c1ccc(O)cc1O.ClCC1CO1,False,True,True,COC(=O)c1ccc(O)cc1.ClC1COC1,False,False,True,COC(=O)c1ccc(O)cc1O.ClCC1CO1,False,True,True
15,COc1cc2oc(=O)c3c(c2cc1OCCCCCN1CCC(c2ccccc2)CC1)CCC3,COc1cc2oc(=O)c3c(c2cc1OCCCCCBr)CCC3.O=C([O-])/C=C/C(=O)[O-].c1ccc(C2CCNCC2)cc1,COc1ccc2c3c(c(=O)oc2c1)CCC3.BrCCCCCN1CCC(c2ccccc2)CC1,False,False,True,COc1cc2oc(=O)c3c(c2cc1OCCCCCOS(C)(=O)=O)CCC3.c1ccc(C2CCNCC2)cc1,False,False,True,COc1cc2oc(=O)c3c(c2cc1O)CCC3.ClCCCCCN1CCC(c2ccccc2)CC1,False,False,True,COc1cc2oc(=O)c3c(c2cc1OCCCCCBr)CCC3.c1ccc(C2CCNCC2)cc1,False,True,True
16,CC(=O)Nc1cc(Nc2cc(Nc3cn(C)cn3)n3ncc(C#N)c3n2)ccc1C,CC(=O)Nc1cc(N)ccc1C.Cn1cnc(Nc2cc(Cl)nc3c(C#N)cnn23)c1,CC(=O)Nc1ccc(C)cc1.Cn1cnc(Nc2cc(Br)nc3c(C#N)cnn23)c1,False,False,True,CC(=O)Nc1cc(N)ccc1C.N#Cc1cnn2c(Nc3cn(C)cn3)cc(Cl)nc12,True,True,True,CC(=O)Nc1cc(Br)ccc1C.Cn1cnc(Nc2cc(N)nc3c(C#N)cnn23)c1,False,False,True,CC(=O)Nc1cc(N)ccc1C.Cn1cnc(Nc2cc(Cl)nc3c(C#N)cnn23)c1,True,True,True
17,N#CCc1ccccc1CCCO,CCOC(=O)CCc1ccccc1CC#N.CCOC(C)=O.COCC[O][Al+][O]CCOC.[H-].[H-].[Na+],N#CCc1ccc(Br)cc1.OBOCCCO,False,False,True,CCOC(=O)CCc1ccccc1CC#N,False,False,True,OCCCc1ccccc1Br.CC#N,False,False,True,CCOC(=O)CCc1ccccc1CC#N,False,False,True
18,O[C@@H]1[C@H](O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(Cl)nc(Cl)nc21.NC1CCCC1,,False,False,False,NC1CCCC1.O[C@@H]1[C@H](O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(Cl)nc(Cl)nc21,False,False,True,O[C@@H]1[C@H](O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(Cl)nc(Cl)nc21.NC1CCC1,False,False,True,NC1CCCC1.O[C@@H]1[C@H](O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(Cl)nc(Cl)nc21,False,False,True
19,CC(C)(C)OC(=O)CCNCCC12CC3CC(CC(C3)C1)C2.Cl,C=CC(=O)OC(C)(C)C.CCN(CC)CC.CCOC(C)=O.Cl.Cl.NCCC12CC3CC(CC(C3)C1)C2,CC(C)(C)O.O=C(O)CCNCCC12CC3CC(CC(C3)C1)C2,False,False,True,C=CC(=O)OC(C)(C)C.NCCC12CC3CC(CC(C3)C1)C2,False,False,True,CC(C)(C)OC(=O)CCBr.NCCC12CC3CC(CC(C3)C1)C2,False,False,True,C=CC(=O)OC(C)(C)C.NCCC12CC3CC(CC(C3)C1)C2,False,False,True
20,ON=CC12CCCN(CCC1)C2,CO.C[O-].[Na+].CS(C)=O.C[O-].[Na+].Cl.NO.O=C(Cl)C(=O)Cl.OCC12CCCN(CCC1)C2,O=CC12CCCN(CCC1)C2.NO,False,False,True,NO.O=CC12CCCN(CCC1)C2,False,False,True,O=CC12CCCN(CCC1)C2.NO,False,False,True,NO.O=CC12CCCN(CCC1)C2,False,False,True
21,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)Oc3ccccc3-c3[nH]c4ccccc4c32)cc1,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1.O=P(Cl)(Cl)Cl.Oc1ccccc1-c1cc2ccccc2[nH]1.[Na+].[OH-],CN(C)c1ccc(B(O)O)cc1.CN(C)c1ccc(C2(Br)Oc3ccccc3-c3[nH]c4ccccc4c32)cc1,False,False,True,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1.Oc1ccccc1-c1cc2ccccc2[nH]1,False,True,True,Oc1ccccc1.CN(C)c1ccc(C(Br)c2cc3ccccc3[nH]2)cc1,False,False,True,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1.Oc1ccccc1-c1cc2ccccc2[nH]1,False,True,True
22,O=C(Cc1cccc(Cl)n1)c1ccc(F)cc1,CCOC(=O)c1ccc(F)cc1.C[Si](C)(C)[N-][Si](C)(C)C.[Li+].Cc1cccc(Cl)n1,O=C(Cl)c1ccc(F)cc1.Clc1cccc(CBr)n1,False,False,True,CCOC(=O)c1ccc(F)cc1.C[Si](C)(C)[N-][Si](C)(C)C.Cc1cccc(Cl)n1,False,True,True,Fc1ccccc1.O=C(Cl)Cc1cccc(Cl)n1,False,False,True,CCOC(=O)c1ccc(F)cc1.Cc1cccc(Cl)n1,False,True,True
23,COc1ccc2cc(C(C)C(=O)Oc3ccc(N=C=S)cc3)ccc2c1,C(=NC1CCCCC1)=NC1CCCCC1.COc1ccc2cc([C@H](C)C(=O)O)ccc2c1.Oc1ccc(-c2cc(=S)ss2)cc1.Oc1cccc2[nH]nnc12,COc1ccc2cc(C(C)C(=O)O)ccc2c1.Oc1ccc(N=C=S)cc1,False,False,True,COc1ccc2cc(C(C)C(=O)O)ccc2c1.Oc1ccc(N=C=S)cc1,False,False,True,COc1ccc2cc(C(C)C(=O)O)ccc2c1.S=C=Nc1ccccc1,False,False,True,COc1ccc2cc(C(C)C(=O)O)ccc2c1.Oc1ccc(N=C=S)cc1,False,False,True
24,CCOP(=O)(CNC(CCc1ccccc1)c1cc(C(C)(C)C)c(OC)c(C(C)(C)C)c1)OCC,C1CCOC1.CCOP([O-])OCC.COc1c(C(C)(C)C)cc(C=O)cc1C(C)(C)C.NCCCc1ccccc1,CCOP(OCC)OCC.COc1c(C(C)(C)C)cc(C(CCc2ccccc2)NCBr)cc1C(C)(C)C,False,False,True,CCOP([O-])OCC.COc1c(C(C)(C)C)cc(C(=O)CCc2ccccc2)cc1C(C)(C)C,False,False,True,CCO[PH](=O)OCC.COc1c(C(C)(C)C)cc(C(CCc2ccccc2)NCBr)cc1C(C)(C)C,False,False,True,CCOP([O-])OCC.COc1c(C(C)(C)C)cc(C(=O)CCc2ccccc2)cc1C(C)(C)C,False,False,True
25,O=C1C2CCCCN2C(=O)N1c1c(F)cc(Cl)c2nc(Cl)sc12,CCOC(=O)C1CCCCN1.O=C=Nc1c(F)cc(Cl)c2nc(Cl)sc12,O=C1NC(=O)N2CCCCC12.Fc1cc(Cl)c2nc(Cl)sc2c1,False,False,True,O=C(O)C1CCCCN1.O=C=Nc1c(F)cc(Cl)c2nc(Cl)sc12,False,False,True,O=C1NC(=O)N2CCCCC12.Fc1cc(Cl)c2nc(Cl)sc2c1,False,False,True,CCOC(=O)C1CCCCN1.O=C=Nc1c(F)cc(Cl)c2nc(Cl)sc12,True,True,True
26,Oc1ccc2ncsc2c1,Nc1ccc2ncsc2c1.O=N[O-].[Na+].[Na+].[OH-],,False,False,False,COc1ccc2ncsc2c1,False,False,True,NC(N)=S.O=C1C=CC(=O)C=C1,False,False,True,COc1ccc2ncsc2c1,False,False,True
27,CCOC(=O)C1CSCCN1C(=O)Nc1ccc(Cl)cc1,CCOC(=O)C1CSCCN1.O=C=Nc1ccc(Cl)cc1,CCOC(=O)C1CSCCN1.O=C(Cl)c1ccc(Cl)cc1,False,False,True,CCOC(=O)C1CSCCN1.O=C=Nc1ccc(Cl)cc1,True,True,True,CCOC(=O)C1CSCCN1.O=C(Cl)c1ccc(Cl)cc1,False,False,True,CCOC(=O)C1CSCCN1.O=C=Nc1ccc(Cl)cc1,True,True,True
28,CC(C)NCC(O)c1ccc2c(c1)OCO2,CC(C)NCC(O)c1ccc2c(c1)OCO2.Cl.[Na+].[OH-],CC(C)N.OC(CBr)c1ccc2c(c1)OCO2,False,False,True,CC(C)=O.NCC(O)c1ccc2c(c1)OCO2,False,False,True,CC(C)N.O=CC(O)c1ccc2c(c1)OCO2,False,False,True,CC(C)=O.NCC(O)c1ccc2c(c1)OCO2,False,False,True
29,CSc1nc(C(N)=O)c2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,COC(=O)c1nc(SC)n2c1CN=C(c1ccccc1Cl)c1cc(Cl)ccc1-2.N.[Br-].[K+],NC(=O)c1nc(Cl)n2c1CN=C(c1ccccc1Cl)c1cc(Cl)ccc1-2.CS,False,False,True,COC(=O)c1nc(SC)n2c1CN=C(c1cccc(Cl)c1Cl)c1cc(Cl)ccc1-2.N,False,False,True,CSc1nc(C(=O)Cl)c2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2.N,False,False,True,COC(=O)c1nc(SC)n2c1CN=C(c1cccc(Cl)c1Cl)c1cc(Cl)ccc1-2.N,False,False,True
30,CN1CCN(C2=Nc3ccccc3-n3ccc4cc(Cl)cc2c43)CC1,CN1CCN(C2=Nc3ccccc3N3CCc4cc(Cl)cc2c43)CC1,CN1CCNCC1.Clc1cc2c3c(ccn3-c3ccccc3N=C2Br)c1,False,False,True,CN1CCN(C2=Nc3ccccc3N3CCc4cc(Cl)cc2c43)CC1,True,True,True,CN1CCNCC1.Clc1cc2c3c(ccn3-c3ccccc3N=C2Br)c1,False,False,True,CN1CCN(C2=Nc3ccccc3N3CCc4cc(Cl)cc2c43)CC1,True,True,True
31,O=C1NC(=O)C(Cc2ccc(OCCc3nc(-c4ccccc4)oc3CBr)cc2)S1,CC(C)(C#N)N=NC(C)(C)C#N.Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1.O=C1CCC(=O)N1Br,O=C1CSC(=O)N1.BrCc1ccc(OCCc2coc(-c3ccccc3)n2)cc1,False,False,True,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1.O=C1CCC(=O)N1Br,False,False,True,O=C1CSC(=O)N1.BrCc1ccc(OCCc2nc(-c3ccccc3)oc2CBr)cc1,False,False,True,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1.O=C1CCC(=O)N1Br,False,False,True
32,CCOC(=O)C(=O)[O-].[K+],CCOC(=O)C(=O)OCC.C[Si](C)(C)[O-].[K+],CCOC(=O)C(=O)O.[K+].[OH-],False,False,True,CCOC(=O)C(=O)OCC.[K+].[OH-],False,True,True,CCO.O=C([O-])C(=O)O.[K+],False,False,True,CCOC(=O)C(=O)OCC.[K+].[OH-],False,True,True
33,N#CCc1ccc(OCc2c(F)cccc2F)cc1,Fc1cccc(F)c1CBr.N#CCc1ccc(O)cc1.O=C([O-])[O-].[K+].[K+],N#CCc1ccc(O)cc1.Fc1cccc(F)c1Br,False,False,True,Fc1cccc(F)c1CBr.N#CCc1ccc(O)cc1,False,True,True,N#CCc1ccc(O)cc1.Fc1cccc(CBr)c1,False,False,True,Fc1cccc(F)c1CBr.N#CCc1ccc(O)cc1,False,True,True
34,Cc1nc2c(OCc3ccccc3)cccn2c1NC(C)(C)CC(C)(C)C,CC=O.Nc1ncccc1OCc1ccccc1.[C-]#[N+]C(C)(C)CC(C)(C)C,Cc1nc2c(O)cccn2c1N.BrCc1ccccc1.CC(C)(C)CC(Br)C(C)(C)C,False,False,True,CC=O.Nc1ncccc1OCc1ccccc1.[C-]#[N+]C(C)(C)CC(C)(C)C,True,True,True,Cc1nc2c(O)cccn2c1N.BrCc1ccccc1.CC(C)CBr,False,False,True,CC=O.Nc1ncccc1OCc1ccccc1.[C-]#[N+]C(C)(C)CC(C)(C)C,True,True,True
35,CC1CCN(C2CCN(C(=O)OCc3ccccc3)CC2)C(=O)N1,Br.CC(N)CCBr.CC(C)(C)[O-].[K+].CCN(CC)CC.O=C=NC1CCN(C(=O)OCc2ccccc2)CC1,CC1CCN(C2CCN(C(=O)OCc3ccccc3)CC2)C1.CCCCC(=O)O,False,False,True,Br.CC(N)CCNC1CCN(C(=O)OCc2ccccc2)CC1,False,False,True,O=C(Cl)OCc1ccccc1.CC1CCN(C2CCNCC2)C(=O)N1,False,False,True,CC(N)CCNC1CCN(C(=O)OCc2ccccc2)CC1.O=C(n1ccnc1)n1ccnc1,False,False,True
36,CCOC(=O)CCc1cccc(NN)c1,CCOC(=O)CCc1cccc(N)c1.O.O.[Cl][Sn][Cl].O=N[O-].[Na+],CCO.NNc1cccc(CCC(=O)O)c1,False,False,True,CCOC(=O)CCc1cccc(N)c1.O=N[O-],False,True,True,CCO.NNc1cccc(CCC(=O)O)c1,False,False,True,CCOC(=O)CCc1cccc(N)c1.O=N[O-],False,True,True
37,Cc1ccc2c(c1)C(=O)N(C)CC(=O)N2,Cc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)[C@@H]1CCCN1,Cc1ccc2c(c1)C(=O)CC(=O)N2.CI,False,False,True,CNCC(=O)O.Cc1ccc2[nH]c(=O)oc(=O)c2c1,False,False,True,Cc1ccc(N)cc1C(=O)O.CNCC(=O)O,False,False,True,Cc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2,False,False,True
38,O=C1C2=CSCCN2C(=O)N1c1ccc(Cl)cc1F,CCCCCC.CCOC(=O)C1=NCCSC1.O=C=Nc1ccc(Cl)cc1F,O=C1NC(=O)N2CCSC=C12.Nc1ccc(Cl)cc1F,False,False,True,O=C(O)C1=CSCCN1C(=O)Nc1ccc(Cl)cc1F,False,False,True,O=C1NC(=O)N2CCSC=C12.Fc1cc(Cl)ccc1Br,False,False,True,O=C(O)C1=CSCCN1C(=O)Nc1ccc(Cl)cc1F,False,False,True
39,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3N(C)C)OC(=O)c3ccccc32)cc1,CC(=O)OC(C)=O.CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1.CN(C)c1cccc(N(C)C)c1.Cl,CN(C)c1ccc(C(O)c2ccc(N(C)C)cc2)cc1.O=C(O)c1ccccc1,False,False,True,CC(=O)OC(C)=O.CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1.CN(C)c1cccc(N(C)C)c1,False,True,True,O=C(O)c1ccccc1.CN(C)c1ccccc1.CN(C)c1ccc(N(C)C)cc1,False,False,True,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1.CN(C)c1cccc(N(C)C)c1,False,False,True
40,CNC(=O)Nc1cc(C)ns1,CN=C=O.Cc1cc(N)sn1,CN=C=O.Cc1cc(N)sn1,True,True,True,CN=C=O.Cc1cc(N)sn1,True,True,True,CN=C=O.Cc1cc(N)sn1,True,True,True,CN=C=O.Cc1cc(N)sn1,True,True,True
41,COC(=O)c1ccc(OCC(O)CN(Cc2ccccc2)C(C)COc2ccc(O)c(C(N)=O)c2)cc1O,CC(COc1ccc(O)c(C(N)=O)c1)NCc1ccccc1.COC(=O)c1ccc(OCC2CO2)cc1O,COC(=O)c1ccc(O)cc1.CC(COc1ccc(O)c(C(N)=O)c1)N(Cc1ccccc1)CC(O)CBr,False,False,True,CC(COc1ccc(O)c(C(N)=O)c1)NCc1ccccc1.COC(=O)c1ccc(OCC2CO2)cc1O,True,True,True,COC(=O)c1ccc(O)cc1O.CC(COc1ccc(O)c(C(N)=O)c1)N(Cc1ccccc1)CC(O)CBr,False,False,True,CC(COc1ccc(O)c(C(N)=O)c1)NCc1ccccc1.COC(=O)c1ccc(OCC2CO2)cc1O,True,True,True
42,O[C@@H]1CCC[C@H](OCc2coc(-c3ccc(F)cc3)n2)C1,CC(=O)OC(C)=O.CC(=O)OC1CCCC(OCc2coc(-c3ccc(F)cc3)n2)C1.O=C([O-])CCCC(=O)OC1CCCC(OCc2ccccc2)C1.OC1CCCC(OCc2ccccc2)C1,O[C@H]1C[CH]CCC1.Fc1ccc(-c2nc(CBr)co2)cc1,False,False,True,Fc1ccc(-c2nc(CCl)co2)cc1.O[C@@H]1CCC[C@H](O)C1,False,False,True,O[C@@H]1CCCC[C@H]1O.Fc1ccc(-c2nc(CCl)co2)cc1,False,False,True,Fc1ccc(-c2nc(CI)co2)cc1.O[C@@H]1CCC[C@H](O)C1,False,False,True
43,CCCN(C(=O)Nc1ccc(I)cc1)N(C(=O)OC(C)(C)C)c1cccc(C#N)c1,CCCNN(C(=O)OC(C)(C)C)c1cccc(C#N)c1.O=C=Nc1ccc(I)cc1,O=C(Cl)c1ccc(I)cc1.CCCNN(C(=O)OC(C)(C)C)c1ccccc1C#N,False,False,True,CCCNN(N(C(=O)OC(C)(C)C)c1cccc(C#N)c1).O=C=Nc1ccc(I)cc1,False,False,True,O=C=Nc1ccc(I)cc1.CCCN(C(=O)OC(C)(C)C)c1cccc(C#N)c1,False,False,True,CCCNN(C(=O)OC(C)(C)C)c1cccc(C#N)c1.O=C=Nc1ccc(I)cc1,True,True,True
44,Cl.Cl.NCCCNc1cccc2nccn12,CC(C)(C)OC(=O)NCCCNc1cccc2nccn12.CO.Cl,Clc1cccc2nccn12.NCCCN,False,False,True,Clc1cccc2nccn12.NCCCN,False,False,True,NCCCN.Clc1cccc2nccn12,False,False,True,CC(C)(C)OC(=O)NCCCNc1cccc2nccn12,False,False,True
45,C#CCOCc1c(C)nc2c(OCc3ccccc3C)cccn12,Cc1ccccc1COc1cccn2c(C[N+](C)(C)C)c(C)nc12.[I-].[H-].[Na+],Cc1c(CO)nc2c(CO)cccn12.Cc1ccccc1Br.C#CCBr,False,False,True,Cc1ccccc1COc1cccn2c(C[N+](C)(C)C)c(C)nc12,False,True,True,C#CCOCc1c(C)nc2c(O)cccn12.Cc1cccc(CBr)c1,False,False,True,Cc1ccccc1COc1cccn2c(C[N+](C)(C)C)c(C)nc12,False,True,True
46,O=C1C=C(c2ccccc2)CCC1,CCOC1=CC(=O)CCC1.Cl.[Br][Mg][c]1ccccc1,O=C1C=CC(Br)CC1.OBOc1ccccc1,False,False,True,O=C1C=C(Br)CCC1.OB(O)c1ccccc1,False,False,True,O=C1C=CC(Br)CC1.OB(O)c1ccccc1,False,False,True,O=C1C=C(Br)CCC1.OB(O)c1ccccc1,False,False,True
