index,product_smiles,ground_truth_reactants,predicted_reactants_hybrid_t5_rag_rerank,exact_match_hybrid_t5_rag_rerank,core_exact_match_hybrid_t5_rag_rerank,valid_hybrid_t5_rag_rerank
10,O=C1C(=O)c2ccccc2C2=C1SCC1(CCN(C(=O)c3ccncc3)CC1)O2,O=C(Cl)c1ccncc1.O=C1C(=O)c2ccccc2C2=C1SCC1(CCNCC1)O2,O=C(Cl)c1ccncc1.O=C1C(=O)c2ccccc2C2=C1SCC1(CCNCC1)O2,True,True,True
11,O=C(O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(C4CC4)cc3Cl)CC2)cc1F,COC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(C4CC4)cc3Cl)CC2)cc1F,CCOC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(C4CC4)cc3Cl)CC2)cc1F,False,False,True
12,COC(=O)CS(=O)(=O)c1cc(C)ccc1N,COC(=O)CS(=O)(=O)c1cc(C)ccc1[N+](=O)[O-],COC(=O)CS(=O)(=O)c1cc(C)ccc1[N+](=O)[O-],True,True,True
13,O=C(C1CCc2cc(F)ccc21)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1,O=C(O)C1CCc2cc(F)ccc21.Fc1ccc(-c2noc([C@H]3CCCNC3)n2)cc1,Fc1ccc(-c2noc([C@H]3CCCNC3)n2)cc1.O=C(O)C1CCc2cc(F)ccc21,True,True,True
14,CN(C)C1CCC(NCCO)CC1,CN(C)C1CCC(N(CCO)C(=O)OC(C)(C)C)CC1,CN(C)[C@H]1CC[C@H](NCCO[Si](C)(C)C(C)(C)C)CC1,False,False,True
15,CCSc1ncc(CO)n1C,CCI.Cn1c(CO)cnc1S,CCI.Cn1c(CO)cnc1S,True,True,True
16,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)NC(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)Cl.NC(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)Cl.NC(c1ccccc1)c1ccccc1,True,True,True
17,CC(=O)c1ccc(OCc2ccccc2)c2[nH]c(=O)ccc12,BrCc1ccccc1.CC(=O)c1ccc(O)c2[nH]c(=O)ccc12,BrCc1ccccc1.CC(=O)c1ccc(O)c2[nH]c(=O)ccc12.O=C([O-])[O-].[K+].[K+],False,True,True
18,Cc1cccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)c1CC(C)C,CC(C)=Cc1c(C)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,CCOC(=O)C1(NC(=O)c2cccc(C)c2CC(C)C)Cc2ccccc2C1,False,False,True
19,CCc1cnc(CCNC(=O)Nc2nc(C)c(-c3cc(C)nc(S(C)=O)n3)s2)o1,O=C(OO)c1cccc(Cl)c1.CCc1cnc(CCNC(=O)Nc2nc(C)c(-c3cc(C)nc(SC)n3)s2)o1,CCc1cnc(CCNC(=O)Nc2nc(C)c(-c3cc(C)nc(SC)n3)s2)o1.O=C(OO)c1cccc(Cl)c1,True,True,True
20,CC(=O)NNc1ccc(C(C)C)cc1,CC(=O)O.CC(C)c1ccc(NN)cc1,CC(=O)O.CC(C)c1ccc(NN)cc1,True,True,True
21,O=C(CCc1ccc2c(c1)OCO2)NC1Cc2cc(Cl)ccc2N(Cc2ccccc2)C1,O=C(O)CCc1ccc2c(c1)OCO2.NC1Cc2cc(Cl)ccc2N(Cc2ccccc2)C1,O=C(C=Cc1ccc2c(c1)OCO2)NC1Cc2cc(Cl)ccc2N(Cc2ccccc2)C1,False,False,True
22,CC(=O)c1ccc(OC(C)C)c(C)c1,CC(C)I.CC(=O)c1ccc(O)c(C)c1,CC(=O)c1ccc(O)c(C)c1.CC(C)I.O=C([O-])[O-],False,True,True
23,CSc1ncc(Br)c(CO)n1,COC(=O)c1nc(SC)ncc1Br,COC(=O)c1nc(SC)ncc1Br,True,True,True
24,CCOC(=O)c1ccc(=O)n(CCOC)c1,COCCBr.CCOC(=O)c1ccc(=O)[nH]c1,CCOC(=O)c1ccc(=O)[nH]c1.COCCBr,True,True,True
25,CC(C)(C)OC(=O)NCCC1CCNCC1,CC(C)(C)OC(=O)NCCc1ccncc1,CC(C)(C)OC(=O)NCCC1CCN(Cc2ccccc2)CC1,False,False,True
26,CCn1cc(-c2cnc(N)c(-c3ccc(C(=O)O)c(F)c3)n2)cn1,CCn1cc(-c2cnc(N)c(-c3ccc(C(=O)OC)c(F)c3)n2)cn1,CCn1cc(-c2cnc(N)c(-c3ccc(C(=O)OC)c(F)c3)n2)cn1,True,True,True
27,Cc1ccc2c(c1)N(CC(=O)c1ccccc1C)C(=O)C(NC(=O)OC(C)(C)C)CN2C(=O)C1CCCCC1,Cc1ccccc1C(=O)CBr.Cc1ccc2c(c1)NC(=O)C(NC(=O)OC(C)(C)C)CN2C(=O)C1CCCCC1,Cc1ccc2c(c1)NC(=O)C(NC(=O)OC(C)(C)C)CN2C(=O)C1CCCCC1.Cc1ccccc1C(=O)CBr,True,True,True
28,CC(C)(C)[Si](C)(C)OC1CCOc2c(C=O)cccc21,CN(C)C=O.CC(C)(C)[Si](C)(C)OC1CCOc2ccccc21,CC(C)(C)[Si](C)(C)OC1CCOc2ccccc21.CCOCC.CN(C)C=O,False,False,True
29,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1-c1ccc(OC)cc1F,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl.COc1ccc(B(O)O)c(F)c1,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl.COc1ccc(B(O)O)c(F)c1,True,True,True
30,CS(=O)(=O)c1ccc(Cl)c(N)c1,CS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,True,True,True
31,CCc1nc2c(N[C@@H]3CC[C@@H](N4CCOCC4)CC3)nc(Nc3cnn(C4CCOCC4)c3)nc2s1,CCc1nc2c(N[C@@H]3CC[C@@H](N4CCOCC4)CC3)nc(Cl)nc2s1.Nc1cnn(C2CCOCC2)c1,CCc1nc2c(N[C@@H]3CC[C@@H](N4CCOCC4)CC3)nc(Cl)nc2s1.Nc1cnn(C2CCOCC2)c1,True,True,True
32,O=C(O)C[C@@H]1COc2cc(O)ccc21,O=C(O)Cc1coc2cc(O)ccc12,COC(=O)C[C@@H]1COc2cc(O)ccc21,False,False,True
33,Cc1cc(F)ccc1-c1nncc2cc(Sc3cccc(F)c3)ccc12,Cc1cc(F)ccc1-c1nncc2cc(Cl)ccc12.Fc1cccc(S)c1,Cc1cc(F)ccc1-c1nncc2cc(Cl)ccc12.Fc1cccc(S)c1,True,True,True
34,Cc1nn(-c2ccc(Cl)nn2)c(C)c1N,Cc1nn(-c2ccc(Cl)nn2)c(C)c1N1C(=O)c2ccccc2C1=O,Cc1nn(-c2ccc(Cl)nn2)c(C)c1N1C(=O)c2ccccc2C1=O,True,True,True
35,C(=N\C(c1ccccc1)c1ccccc1)/c1ccc2ccc(-c3ccccc3)nc2c1,O=Cc1ccc2ccc(-c3ccccc3)nc2c1.NC(c1ccccc1)c1ccccc1,NC(c1ccccc1)c1ccccc1.O=Cc1ccc2ccc(-c3ccccc3)nc2c1,True,True,True
36,COc1ccc([C@](C)(N)C(=O)O)cc1,COc1ccc([C@](C)(NC(C)=O)C(=O)O)cc1,COc1ccc([C@]2(C)C(=O)O[C@@H](c3ccccc3)N2C(=O)c2ccccc2)cc1,False,False,True
37,COc1ccc(C(C)=CC#N)cc1,CCOP(=O)(CC#N)OCC.COc1ccc(C(C)=O)cc1,CCOP(=O)(CC#N)OCC.COc1ccc(C(C)=O)cc1,True,True,True
38,CC(O)c1ncnc(Cl)c1I,CC(=O)OC(C)c1ncnc(Cl)c1I,CC(=O)OC(C)c1ncnc(Cl)c1I,True,True,True
39,COc1ccc(C[C@H](NC(=O)[C@@H](N)Cc2ccc(OC)cc2)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@@H]2C(=O)O)cc1,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@@H]2C(=O)O)cc1,COc1ccc(C[C@H](NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)OC(C)(C)C)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@@H]2C(=O)O)cc1,True,True,True
40,CCCCCCCOc1ccc(Cc2nc3cc(CN(CC(=O)OC(C)(C)C)C(=O)c4ccc(NC(=O)Cc5ccc(OC)cc5)cc4)ccc3[nH]2)cc1,COc1ccc(CC(=O)Nc2ccc(C(=O)O)cc2)cc1.CCCCCCCOc1ccc(Cc2nc3cc(CNCC(=O)OC(C)(C)C)ccc3[nH]2)cc1,CCCCCCCOc1ccc(Cc2nc3cc(CNCC(=O)OC(C)(C)C)ccc3[nH]2)cc1.COc1ccc(CC(=O)Nc2ccc(C(=O)Cl)cc2)cc1,False,False,True
41,Clc1ccc(-c2cc(Cn3ccnc3)no2)s1,Clc1ccc(-c2cc(CBr)no2)s1.c1c[nH]cn1,Clc1ccc(-c2cc(CBr)no2)s1.c1c[nH]cn1,True,True,True
42,CC1NC2=NCCN2C1c1ccccc1,CC(NC1=NCCN1)C(O)c1ccccc1,CC(NC1=NCCN1)C(O)c1ccccc1.O=S(=O)(O)O,False,True,True
43,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,True,True,True
44,O=C(O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,True,True,True
45,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](O)CC,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@H](CC)O[Si](C)(C)C(C)(C)C,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](CC)O[Si](C)(C)C(C)(C)C,False,False,True
46,CC(Br)C(=O)c1cc2cc(F)ccc2s1,CC(Br)C(=O)Cl.Fc1ccc2sccc2c1,CCC(=O)c1cc2cc(F)ccc2s1.C[N+](C)(C)c1ccccc1,False,False,True
47,Nc1ccc2c(c1)OCC2,O=[N+]([O-])c1ccc2c(c1)OCC2,O=[N+]([O-])c1ccc2c(c1)OCC2,True,True,True
48,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CN2CCOCC2)c2ccncc2)cc1,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CCl)c2ccncc2)cc1.C1COCCN1,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CCl)c2ccncc2)cc1.C1COCCN1,True,True,True
49,Cc1cncc(-c2cccc(C(=O)CC(=O)Nc3cc(C)c(Cl)cc3NC(=O)OC(C)(C)C)c2)n1,Cc1cncc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)n1.Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl,Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl.Cc1cncc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)n1,True,True,True
50,O=C1OC(=O)C23CCCC12C1C=CC3C1,C1=CCC=C1.O=C1OC(=O)C2=C1CCC2,C1=CCC=C1.O=C1OC(=O)C2=C1CCC2,True,True,True
51,CCOC(=O)c1ccc(-c2ccc(OCCO)cc2)cc1,CCOC(=O)COc1ccc(-c2ccc(C(=O)OCC)cc2)cc1,CCOC(=O)c1ccc(-c2ccc(O)cc2)cc1.OCCBr,False,False,True
52,Cc1nn(CCN)c(C)c1Oc1ccc(Cl)cc1,NCCCl.Cc1n[nH]c(C)c1Oc1ccc(Cl)cc1,Cc1n[nH]c(C)c1Oc1ccc(Cl)cc1.NCCCl,True,True,True
53,NC(=O)c1[nH]c2ccccc2c1-c1ccc(NS(=O)(=O)c2cc(C(F)(F)F)ccc2F)cc1,O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1F.NC(=O)c1[nH]c2ccccc2c1-c1ccc(N)cc1,NC(=O)c1[nH]c2ccccc2c1-c1ccc(N)cc1.O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1F,True,True,True
54,C[C@@H](c1ccc(-c2ccnc(N3CCOCC3)n2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,Brc1ccnc(N2CCOCC2)n1.C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,Brc1ccnc(N2CCOCC2)n1.C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,True,True,True
55,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4O)c3)C2)CCO1,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4=O)c3)C2)CCO1,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4O)c3)C2)CCO1,False,False,True
56,CC(CNc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,True,True,True
57,O=C(O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,CCOC(=O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,CCOC(=O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,True,True,True
58,Cc1cncc(-c2ccc3c(n2)N(C(=O)Nc2cnccn2)[C@H]2CCN3C2)c1,O=C(Nc1cnccn1)N1c2nc(Cl)ccc2N2CC[C@H]1C2.Cc1cncc(B(O)O)c1,Cc1cncc(B(O)O)c1.O=C(Nc1cnccn1)N1c2nc(Cl)ccc2N2CC[C@H]1C2,True,True,True
59,Cc1ccc(-c2ccnc(Cl)c2)n1CC(=O)OCc1ccccc1,CC(=O)CCC(=O)c1ccnc(Cl)c1.NCC(=O)OCc1ccccc1,CC(=O)CCC(=O)c1ccnc(Cl)c1.NCC(=O)OCc1ccccc1,True,True,True
60,CC(C)(C)OC(=O)c1cc(OC(C)(C)C)c(C(=O)O)s1,CCOC(=O)c1sc(C(=O)OC(C)(C)C)cc1OC(C)(C)C,CCOC(=O)c1sc(C(=O)OC(C)(C)C)cc1OC(C)(C)C,True,True,True
61,Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)N5CCCC5)c(F)c4)c3c2)o1,Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1.C1CCNC1,C1CCNC1.Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1,True,True,True
62,CC(C)c1ccc(Br)cc1,C=C(C)c1ccc(Br)cc1,BrBr.CC(C)c1ccccc1,False,False,True
63,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)O)cc1,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,True,True,True
64,CN1CCN(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ncccc3n2)CC1,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,True,True,True
65,O=C(OCc1cc2ccccc2o1)Oc1ccc([N+](=O)[O-])cc1,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,True,True,True
66,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)N5CCC(O)C5)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)O)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1.OC1CCNC1,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)N5CCC(O)C5)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1,False,False,True
67,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(Oc2ccc([N+](=O)[O-])cc2)CC1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(O)CC1.O=[N+]([O-])c1ccc(O)cc1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(O)CC1.O=[N+]([O-])c1ccc(O)cc1,True,True,True
68,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)Nc4ccccc4N)cc3)n2)n1C(C)C,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1N,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1N,True,True,True
69,Cc1cn(CCc2ccccc2N)cn1,Cc1cn(CCc2ccccc2NC(=O)OC(C)(C)C)cn1,Cc1cn(CCc2ccccc2[N+](=O)[O-])cn1,False,False,True
70,CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1OCCOCCOCCOCCBr,BrCCOCCOCCOCCBr.CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O,BrCCOCCOCCOCCBr.CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O.O=C([O-])[O-],False,True,True
71,Cc1cnc(N2CCN(C(=O)c3cnc(N4CCN(C)C4=O)cn3)CC2)c(C)c1,Cc1cnc(N2CCN(C(=O)c3cnc(Br)cn3)CC2)c(C)c1.CN1CCNC1=O,CI.Cc1cnc(N2CCN(C(=O)c3cnc(N4CCNC4=O)cn3)CC2)c(C)c1,False,False,True
72,CCNc1ccc(N)cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,True,True,True
73,C1=CCN(c2cccc(Cc3ccccc3)c2)C1,Brc1cccc(N2CC=CC2)c1.[Mg+][CH2]c1ccccc1,Brc1cccc(N2CC=CC2)c1.[Mg+]Cc1ccccc1,True,True,True
74,C=C(C)COc1ccc(C=O)cc1OC,C=C(C)CCl.COc1cc(C=O)ccc1O,C=C(C)CCl.COc1cc(C=O)ccc1O,True,True,True
75,CC(=O)N[C@H](C)c1ccccn1,CC(=O)N[C@H](C)c1ccc(F)cn1,CC(=O)OC(C)=O.C[C@@H](N)c1ccccn1,False,False,True
76,N#Cc1cnc2c(c1Nc1ccc(Cl)cc1Br)C=C1N=CN=C1C2,N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,True,True,True
77,O=C(O)CCCc1ccc(C2CCCCC2)cc1,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,True,True,True
78,CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1,CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1.C1COCCN1,C1COCCN1.CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,True,True,True
79,Cc1cc(-c2ccc(F)c(F)c2)c2c(c1)cc1n2CCNC1=O,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OB(O)c1ccc(F)c(F)c1,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OB(O)c1ccc(F)c(F)c1,True,True,True
80,Cc1cc(Br)c(C)c2c1SCCC2O,Cc1cc(Br)c(C)c2c1SCCC2=O,Cc1cc(Br)c(C)c2c1SCCC2=O,True,True,True
81,COC(=O)c1nc(C)sc1-c1ccc(C)c(F)c1F,COC(=O)C(=O)C(Cl)c1ccc(C)c(F)c1F.CC(N)=S,CC(N)=S.COC(=O)C(=O)C(Cl)c1ccc(C)c(F)c1F,True,True,True
82,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCOc1ccnc(Cl)c1,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCI.Oc1ccnc(Cl)c1,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCO.Oc1ccnc(Cl)c1,False,False,True
83,C[C@H]1C[C@H](N2CCCC2)CCN1,C[C@H]1C[C@H](N2CCCC2)CCN1C(=O)OC(C)(C)C,C[C@H]1C[C@H](N2CCCC2)CCN1C(=O)OC(C)(C)C,True,True,True
84,O=C1Nc2ccccc2C1=Cc1cccs1,O=Cc1cccs1.O=C1Cc2ccccc2N1,C1CCNCC1.O=C1Cc2ccccc2N1.O=Cc1cccs1,False,False,True
85,O=[N+]([O-])c1ccc(-c2ccc(Cn3cc4nc(-c5cccc(F)c5F)nc-4cn3)cn2)c(C(F)(F)F)c1,O=[N+]([O-])c1ccc(-c2ccc(CBr)cn2)c(C(F)(F)F)c1.Fc1cccc(-c2nc3cn[nH]cc-3n2)c1F,Fc1cccc(-c2nc3cn[nH]cc-3n2)c1F.O=[N+]([O-])c1ccc(-c2ccc(CBr)cn2)c(C(F)(F)F)c1,True,True,True
86,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(C#CCN(C)C)n3S(=O)(=O)c2ccccc2)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F.C#CCN(C)C,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F,True,True,True
87,Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1,Nc1nc(Cl)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1.Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,Nc1nc(Cl)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1.Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,True,True,True
